imo,vessel_name,gross_tonnage,type,year_built,flag
9409352,MAERSK BRANI,35835,Container Ship,2010,Singapore (SGP)
9525493,MAERSK CABINDA,50869,Container Ship,2012,Singapore (SGP)
9525455,MAERSK CABO VERDE,50869,Container Ship,2012,"Hong Kong, China (HKG)"
9526459,MAERSK CADIZ,50869,Container Ship,2013,Singapore (SGP)
9525479,MAERSK CAIRO,50869,Container Ship,2012,"Hong Kong, China (HKG)"
9525302,MAERSK CALABAR,50869,Container Ship,2011,Singapore (SGP)
9525326,MAERSK CAMEROUN,50869,Container Ship,2011,Singapore (SGP)
9525314,MAERSK CAPE COAST,50869,Container Ship,2011,Singapore (SGP)
9525352,MAERSK CAPE TOWN,50869,Container Ship,2011,Singapore (SGP)
9529255,MAERSK CARDIFF,50869,Container Ship,2013,Singapore (SGP)
9525467,MAERSK CASABLANCA,50869,Container Ship,2012,"Hong Kong, China (HKG)"
9525338,MAERSK CHENNAI,50869,Container Ship,2011,Singapore (SGP)
9525390,MAERSK COLOMBO,50869,Container Ship,2012,Singapore (SGP)
9525285,MAERSK CONAKRY,50869,Container Ship,2011,Singapore (SGP)
9525340,MAERSK CONGO,50869,Container Ship,2011,Singapore (SGP)
9525405,MAERSK COPENHAGEN,50869,Container Ship,2012,Singapore (SGP)
9525297,MAERSK COTONOU,50869,Container Ship,2011,Singapore (SGP)
9561497,MAERSK CUANZA,50869,Container Ship,2012,Singapore (SGP)
9525481,MAERSK CUBANGO,50869,Container Ship,2012,"Hong Kong, China (HKG)"
9561485,MAERSK CUNENE,50869,Container Ship,2011,Singapore (SGP)
9694579,MAERSK DANUBE,51872,Container Ship,2014,Singapore (SGP)
9456757,MAERSK EDINBURGH,141716,Container Ship,2010,Denmark (DIS) (DIS)
9502867,MAERSK EDIRNE,142121,Container Ship,2012,Singapore (SGP)
9458030,MAERSK EDMONTON,141716,Container Ship,2011,Denmark (DIS) (DIS)
9456771,MAERSK EINDHOVEN,141716,Container Ship,2010,Denmark (DIS) (DIS)
9458078,MAERSK ELBA,141716,Container Ship,2011,Denmark (DIS) (DIS)
9456769,MAERSK EMDEN,141716,Container Ship,2010,Denmark (DIS) (DIS)
9502910,MAERSK EMERALD,141754,Container Ship,2012,Singapore (SGP)
9502958,MAERSK ENSENADA,141754,Container Ship,2013,Panama (PAN)
9502946,MAERSK ENSHI,142121,Container Ship,2012,Panama (PAN)
9502972,MAERSK ESMERALDAS,141754,Container Ship,2013,Panama (PAN)
9456783,MAERSK ESSEN,141716,Container Ship,2010,Denmark (DIS) (DIS)
9458092,MAERSK ESSEX,141716,Container Ship,2011,Denmark (DIS) (DIS)
9694567,MAERSK EUPHRATES,51872,Container Ship,2014,Marshall Islands (MHL)
9501239,MAERSK EUREKA,142121,Container Ship,2012,Singapore (SGP)
9458080,MAERSK EVORA,141716,Container Ship,2011,Denmark (DIS) (DIS)
9694581,MAERSK GANGES,51872,Container Ship,2014,Singapore (SGP)
9713375,MAERSK GUATEMALA,113042,Container Ship,2015,"Hong Kong, China (HKG)"
9727871,MAERSK GUAYAQUIL,113042,Container Ship,2015,"Hong Kong, China (HKG)"
9694555,MAERSK INDUS,51872,Container Ship,2014,Marshall Islands (MHL)
9624287,MAERSK IYO,45169,Container Ship,2013,Panama (PAN)
9624299,MAERSK KARUN,45169,Container Ship,2014,Panama (PAN)
9526899,MAERSK LA PAZ,89174,Container Ship,2011,"Hong Kong, China (HKG)"
9526978,MAERSK LABERINTO,89505,Container Ship,2012,"Hong Kong, China (HKG)"
9527063,MAERSK LABREA,89505,Container Ship,2013,"Hong Kong, China (HKG)"
9526942,MAERSK LAGUNA,89174,Container Ship,2012,Singapore (SGP)
9527051,MAERSK LAMANAI,89505,Container Ship,2013,"Hong Kong, China (HKG)"
9527049,MAERSK LANCO,90107,Container Ship,2013,"Hong Kong, China (HKG)"
9526928,MAERSK LAVRAS,89687,Container Ship,2011,"Hong Kong, China (HKG)"
9526930,MAERSK LEBU,89687,Container Ship,2011,"Hong Kong, China (HKG)"
9526966,MAERSK LEON,90107,Container Ship,2012,Singapore (SGP)
9526916,MAERSK LETICIA,89174,Container Ship,2011,"Hong Kong, China (HKG)"
9526875,MAERSK LIMA,89174,Container Ship,2011,"Hong Kong, China (HKG)"
9527025,MAERSK LINS,89505,Container Ship,2012,"Hong Kong, China (HKG)"
9526887,MAERSK LIRQUEN,89687,Container Ship,2011,"Hong Kong, China (HKG)"
9527037,MAERSK LONDRINA,90107,Container Ship,2012,"Hong Kong, China (HKG)"
9526954,MAERSK LOTA,89505,Container Ship,2012,Singapore (SGP)
9526904,MAERSK LUZ,89097,Container Ship,2011,"Hong Kong, China (HKG)"
9619907,MAERSK MC-KINNEY MOLLER,194849,Container Ship,2013,Denmark (DIS) (DIS)
9446104,MAERSK NIENBURG,26836,Container Ship,2010,"Hong Kong, China (HKG)"
9632480,MAERSK RUBICON,51032,Container Ship,2013,Singapore (SGP)
9725706,MAERSK SALTORO,94730,Container Ship,2015,Singapore (SGP)
9732591,MAERSK SARAT,93702,Container Ship,2015,Liberia (LBR)
9726669,MAERSK SHAMS,94730,Container Ship,2015,Singapore (SGP)
9725718,MAERSK SIRAC,95205,Container Ship,2015,Singapore (SGP)
9726671,MAERSK STADELHORN,94730,Container Ship,2015,Singapore (SGP)
9411381,MAERSK VALLVIK,20927,Container Ship,2011,Singapore (SGP)
9411379,MAERSK VARNA,20927,Container Ship,2011,Singapore (SGP)
9408956,MAERSK VILNIUS,20927,Container Ship,2010,Singapore (SGP)
9411367,MAERSK VISBY,20927,Container Ship,2010,Singapore (SGP)
9550357,MAERSK WAKAYAMA,17280,Container Ship,2010,Panama (PAN)
9550319,MAERSK WILMINGTON,17280,Container Ship,2010,Panama (PAN)
9619957,MAGLEBY MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9400083,MAIPO,75752,Container Ship,2010,Liberia (LBR)
9710232,MAIRA XL,94416,Container Ship,2015,Liberia (LBR)
9694438,MAJESTIC,27279,Container Ship,2015,Singapore (SGP)
9619919,MAJESTIC MAERSK,194849,Container Ship,2013,Denmark (DIS) (DIS)
9464247,MALIAKOS,41391,Container Ship,2012,Liberia (LBR)
9525900,MALIK AL ASHTAR,141077,Container Ship,2012,Malta (MLT)
9689615,MANHATTAN BRIDGE,152297,Container Ship,2015,Japan (JPN)
9477804,MARATHOPOLIS,48338,Container Ship,2013,Malta (MLT)
9632143,MARCHEN MAERSK,194849,Container Ship,2015,Denmark (DIS) (DIS)
9632129,MAREN MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9632131,MARGRETHE MAERSK,194849,Container Ship,2015,Denmark (DIS) (DIS)
9619969,MARIBO MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9619933,MARIE MAERSK,194849,Container Ship,2013,Denmark (DIS) (DIS)
9448669,MARIELYST,12514,Container Ship,2010,Portugal (MAR) (PMD)
9694414,MARINER,27279,Container Ship,2015,Singapore (SGP)
9632167,MARIT MAERSK,194849,Container Ship,2015,Denmark (DIS) (DIS)
9619971,MARSTAL MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9449118,MARTHA SCHULTE,38364,Container Ship,2012,Cyprus (CYP)
9635664,MARY,71021,Container Ship,2013,Marshall Islands (MHL)
9619921,MARY MAERSK,194849,Container Ship,2013,Denmark (DIS) (DIS)
9400095,MATAQUITO,75752,Container Ship,2010,Portugal (MAR) (PMD)
9632179,MATHILDE MAERSK,194849,Container Ship,2015,Denmark (DIS) (DIS)
9676709,MATHILDE SCHULTE,27279,Container Ship,2015,Singapore (SGP)
9619983,MATZ MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9400071,MAULLIN,75752,Container Ship,2010,Liberia (LBR)
9676711,MAX SCHULTE,27279,Container Ship,2015,Singapore (SGP)
9619995,MAYVIEW MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9634696,MCC SHENZHEN,17769,Container Ship,2013,Antigua and Barbuda (ATG)
9461506,MEDITERRANEAN BRIDGE,91761,Container Ship,2011,Marshall Islands (MHL)
9477799,MEGALOPOLIS,48338,Container Ship,2013,Malta (MLT)
9400100,MEHUIN,75752,Container Ship,2011,Liberia (LBR)
9676723,MELCHIOR SCHULTE,27279,Container Ship,2015,Singapore (SGP)
9760330,MERATUS KAHAYAN,6626,Container Ship,2015,Indonesia (IDN)
9741205,MERATUS KAMPAR,6659,Container Ship,2014,Indonesia (IDN)
9741190,MERATUS KAPUAS,6659,Container Ship,2014,Indonesia (IDN)
9760342,MERATUS KATINGAN,6679,Container Ship,2015,Indonesia (IDN)
9697002,MERCOSUL ITAJAI,28237,Container Ship,2015,Brazil (BRA)
9632064,MERETE MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9694402,MERIDIAN,27279,Container Ship,2015,Singapore (SGP)
9620607,MERKUR FJORD,42564,Container Ship,2013,Malta (MLT)
9620619,MERKUR OCEAN,42564,Container Ship,2013,Malta (MLT)
9632155,METTE MAERSK,194849,Container Ship,2015,Denmark (DIS) (DIS)
9676735,MIA SCHULTE,27279,Container Ship,2015,Singapore (SGP)
9792084,MIIKAJI,748,Container Ship,2015,Japan (JPN)
9815367,MIKAGE,749,Container Ship,2015,Japan (JPN)
9666845,MILD CHORUS,9994,Container Ship,2014,"Hong Kong, China (HKG)"
9666871,MILD JAZZ,9994,Container Ship,2014,"Hong Kong, China (HKG)"
9666857,MILD SONATA,9994,Container Ship,2014,"Hong Kong, China (HKG)"
9704582,MILD TEMPO,9994,Container Ship,2015,"Hong Kong, China (HKG)"
9704594,MILD TUNE,9994,Container Ship,2015,"Hong Kong, China (HKG)"
9666869,MILD WALTZ,9994,Container Ship,2014,"Hong Kong, China (HKG)"
9694426,MINERVA,27279,Container Ship,2015,Singapore (SGP)
9409182,MIRAMARIN,73779,Container Ship,2010,Malta (MLT)
9436202,MIRIAM,7852,Container Ship,2010,Antigua and Barbuda (ATG)
9516741,MOANA CHIEF,18358,Container Ship,2011,New Zealand (NZL)
9632090,MOGENS MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9713337,MOL BEACON,113042,Container Ship,2015,"Hong Kong, China (HKG)"
9407160,MOL EMPIRE,54940,Container Ship,2010,"Hong Kong, China (HKG)"
9535151,MOL GARLAND,59307,Container Ship,2011,Portugal (MAR) (PMD)
9535137,MOL GATEWAY,59307,Container Ship,2011,Portugal (MAR) (PMD)
9535216,MOL GENEROSITY,59176,Container Ship,2012,Liberia (LBR)
9535199,MOL GENESIS,59307,Container Ship,2012,Portugal (MAR) (PMD)
9535163,MOL GLIDE,59307,Container Ship,2011,"Hong Kong, China (HKG)"
9531909,MOL GLOBE,59307,Container Ship,2011,"Hong Kong, China (HKG)"
9535149,MOL GRANDEUR,59307,Container Ship,2011,"Hong Kong, China (HKG)"
9535187,MOL GRATITUDE,59307,Container Ship,2012,"Hong Kong, China (HKG)"
9535204,MOL GROWTH,59176,Container Ship,2012,"Hong Kong, China (HKG)"
9535175,MOL GUARDIAN,59307,Container Ship,2011,Liberia (LBR)
9415727,MOL MAESTRO,78316,Container Ship,2010,Panama (PAN)
9424912,MOL MAJESTY,78316,Container Ship,2010,Marshall Islands (MHL)
9475648,MOL MANEUVER,78316,Container Ship,2011,Marshall Islands (MHL)
9475650,MOL MISSION,78316,Container Ship,2011,Marshall Islands (MHL)
9475636,MOL MODERN,78316,Container Ship,2011,Marshall Islands (MHL)
9475624,MOL MOTIVATOR,78316,Container Ship,2011,Marshall Islands (MHL)
9472579,MOL SEABREEZE,27104,Container Ship,2010,Panama (PAN)
9472581,MOL SUCCESS,27104,Container Ship,2010,Panama (PAN)
9456953,MORGANA,41331,Container Ship,2010,Liberia (LBR)
9632105,MORTEN MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9442172,MP THE MCGINEST,41860,Container Ship,2010,Liberia (LBR)
9618264,MSC ABIDJAN,95390,Container Ship,2013,Panama (PAN)
9618290,MSC ADELAIDE,95390,Container Ship,2013,Panama (PAN)
9619464,MSC AGADIR,94017,Container Ship,2012,"Hong Kong, China (HKG)"
9618276,MSC AGRIGENTO,96375,Container Ship,2013,Panama (PAN)
9605267,MSC AJACCIO,95139,Container Ship,2014,Malta (MLT)
9619438,MSC ALBANY,94017,Container Ship,2013,Liberia (LBR)
9461374,MSC ALEXANDRA,153115,Container Ship,2010,Panama (PAN)
9605243,MSC ALGECIRAS,94402,Container Ship,2013,"Hong Kong, China (HKG)"
9618288,MSC ALGHERO,96375,Container Ship,2013,Panama (PAN)
9480174,MSC ALICANTE,61870,Container Ship,2011,Liberia (LBR)
9465277,MSC ALTAIR,141635,Container Ship,2012,Liberia (LBR)
9619426,MSC ALTAMIRA,94659,Container Ship,2012,Liberia (LBR)
9605279,MSC AMALFI,95166,Container Ship,2014,Malta (MLT)
9606338,MSC AMSTERDAM,176490,Container Ship,2015,Panama (PAN)
9619440,MSC ANCHORAGE,94017,Container Ship,2013,Liberia (LBR)
9619476,MSC ANTIGUA,94017,Container Ship,2013,"Hong Kong, China (HKG)"
9710426,MSC ANZU,96333,Container Ship,2015,Panama (PAN)
9605231,MSC ARBATAX,94402,Container Ship,2013,"Hong Kong, China (HKG)"
9484443,MSC ARIANE,143521,Container Ship,2012,Panama (PAN)
9619452,MSC ARICA,94017,Container Ship,2012,Liberia (LBR)
9618305,MSC ATHENS,96262,Container Ship,2013,Malta (MLT)
9618317,MSC ATHOS,96262,Container Ship,2013,Malta (MLT)
9484481,MSC AURORA,143521,Container Ship,2012,Panama (PAN)
9605255,MSC AZOV,94402,Container Ship,2014,Malta (MLT)
9480186,MSC BARCELONA,61870,Container Ship,2011,Liberia (LBR)
9461441,MSC BARI,153115,Container Ship,2011,Liberia (LBR)
9465253,MSC BENEDETTA,141635,Container Ship,2011,Liberia (LBR)
9467392,MSC BERYL,140096,Container Ship,2010,Panama (PAN)
9399038,MSC BETTINA,151559,Container Ship,2010,Panama (PAN)
9702106,MSC BRUNELLA,96331,Container Ship,2015,Panama (PAN)
9480203,MSC CADIZ,61870,Container Ship,2011,Germany (DEU)
9465289,MSC CAPELLA,141635,Container Ship,2012,Panama (PAN)
9705005,MSC CATERINA,96333,Container Ship,2015,Panama (PAN)
9710438,MSC CHANNE,96333,Container Ship,2015,Portugal (MAR) (PMD)
9708693,MSC CLARA,192237,Container Ship,2015,Panama (PAN)
9484429,MSC CLORINDA,153115,Container Ship,2012,Panama (PAN)
9480215,MSC CORUNA,61870,Container Ship,2011,Liberia (LBR)
9465241,MSC CRISTINA,141635,Container Ship,2011,Liberia (LBR)
9461415,MSC DEILA,153115,Container Ship,2012,Panama (PAN)
9720201,MSC DOMITILLE,95514,Container Ship,2015,Panama (PAN)
9463059,MSC ELISA,141649,Container Ship,2011,Liberia (LBR)
9704972,MSC ELODIE,96333,Container Ship,2015,Panama (PAN)
9399052,MSC EMANUELA,151559,Container Ship,2010,Panama (PAN)
9463047,MSC EMMA,141649,Container Ship,2011,Liberia (LBR)
9401130,MSC EVA,151559,Container Ship,2010,Panama (PAN)
9467433,MSC FLAVIA,140096,Container Ship,2012,Panama (PAN)
9401142,MSC GAIA,151559,Container Ship,2010,Panama (PAN)
9461386,MSC GENOVA,153115,Container Ship,2010,Germany (DEU)
9720196,MSC GISELLE,94469,Container Ship,2015,Panama (PAN)
9647461,MSC HAMBURG,176490,Container Ship,2015,Panama (PAN)
9399040,MSC IRENE,151559,Container Ship,2010,Panama (PAN)
9606326,MSC ISTANBUL,176490,Container Ship,2015,Liberia (LBR)
9704996,MSC JULIE,96333,Container Ship,2015,Panama (PAN)
9467457,MSC KATIE,140096,Container Ship,2012,Panama (PAN)
9467445,MSC KATRINA,140096,Container Ship,2012,Panama (PAN)
9461403,MSC LA SPEZIA,153115,Container Ship,2010,Germany (DEU)
9467407,MSC LAUREN,140096,Container Ship,2011,Panama (PAN)
9467419,MSC LAURENCE,140096,Container Ship,2011,Panama (PAN)
9702065,MSC LETIZIA,96331,Container Ship,2015,Panama (PAN)
9704960,MSC LILY,96333,Container Ship,2015,Panama (PAN)
9461427,MSC LIVORNO,153115,Container Ship,2010,Germany (DEU)
9606302,MSC LONDON,176490,Container Ship,2014,Panama (PAN)
9480198,MSC MADRID,61870,Container Ship,2011,Liberia (LBR)
9465318,MSC MARGRIT,141635,Container Ship,2012,"Hong Kong, China (HKG)"
9467421,MSC MARIA SAVERIA,140096,Container Ship,2011,Panama (PAN)
9720287,MSC MAXINE,95514,Container Ship,2015,Panama (PAN)
9708679,MSC MAYA,192237,Container Ship,2015,Panama (PAN)
9404675,MSC MELATILDE,153092,Container Ship,2010,Panama (PAN)
9702077,MSC MELINE,95497,Container Ship,2015,Panama (PAN)
9704984,MSC NAOMI,96333,Container Ship,2015,Panama (PAN)
9463035,MSC NATASHA,141649,Container Ship,2011,Liberia (LBR)
9606314,MSC NEW YORK,176490,Container Ship,2014,Panama (PAN)
9703306,MSC OLIVER,192237,Container Ship,2015,Panama (PAN)
9703291,MSC OSCAR,192237,Container Ship,2014,Panama (PAN)
9441001,MSC PALOMA,153092,Container Ship,2010,Panama (PAN)
9503732,MSC PERLE,141754,Container Ship,2013,Liberia (LBR)
9484455,MSC RAPALLO,143521,Container Ship,2011,Liberia (LBR)
9484431,MSC RAVENNA,153115,Container Ship,2011,Liberia (LBR)
9465291,MSC REGULUS,141635,Container Ship,2012,Panama (PAN)
9465306,MSC RENEE,141635,Container Ship,2012,"Hong Kong, China (HKG)"
9461398,MSC ROSA M,153115,Container Ship,2010,Panama (PAN)
9502960,MSC RUBY,141754,Container Ship,2013,Liberia (LBR)
9702261,MSC SARA ELENA,96331,Container Ship,2015,Panama (PAN)
9460356,MSC SAVONA,153115,Container Ship,2010,Liberia (LBR)
9720457,MSC SILVIA,95514,Container Ship,2015,Panama (PAN)
9702091,MSC SOFIA CELESTE,96331,Container Ship,2015,Panama (PAN)
9404663,MSC SONIA,153092,Container Ship,2010,Panama (PAN)
9708681,MSC SVEVA,192237,Container Ship,2015,Panama (PAN)
9475258,MSC TARANTO,153115,Container Ship,2011,Liberia (LBR)
9469560,MSC TERESA,153115,Container Ship,2011,Panama (PAN)
9502908,MSC TOPAZ,141754,Container Ship,2012,Liberia (LBR)
9484479,MSC TRIESTE,143521,Container Ship,2011,Malta (MLT)
9461439,MSC VALERIA,153115,Container Ship,2012,Panama (PAN)
9484467,MSC VANDYA,143521,Container Ship,2012,Panama (PAN)
9465265,MSC VEGA,141635,Container Ship,2012,Liberia (LBR)
9480227,MSC VIGO,61870,Container Ship,2012,Germany (DEU)
9702089,MSC VITA,96331,Container Ship,2015,Panama (PAN)
9703318,MSC ZOE,192784,Container Ship,2015,Panama (PAN)
9632117,MUNKEBO MAERSK,194849,Container Ship,2014,Denmark (DIS) (DIS)
9429223,MUNKSUND,11746,Container Ship,2012,Malta (MLT)
9554353,MURAKAMI HIDE 573,9999,Container Ship,2011,Bahamas (BHS)
9365855,MUSTAFA DAYI,21162,Container Ship,2011,Turkey (TUR)
9450428,NAGOYA EXPRESS,93750,Container Ship,2010,Germany (DEU)
9658848,NAHA 2,1141,Container Ship,2012,Japan (JPN)
9473638,NAIKAI SETODA 735,27300,Container Ship,2011,Liberia (LBR)
9517680,NANTONG MINGDE 803,7700,Container Ship,2012,Netherlands (NLD)
9517707,NANTONG MINGDE 805,7700,Container Ship,2012,Netherlands (NLD)
9517719,NANTONG MINGDE 806,7700,Container Ship,2012,Netherlands (NLD)
9560871,NASICO OCEAN,3674,Container Ship,2011,Not Known
9560883,NASICO SKY,3674,Container Ship,2012,Vietnam (VNM)
9729788,NATORI,7390,Container Ship,2015,Japan (JPN)
9400289,NAVARINO,91354,Container Ship,2010,"Hong Kong, China (HKG)"
9408877,NAVIOS CONSTELLATION,113412,Container Ship,2011,Liberia (LBR)
9431707,NAVIOS DORADO,40542,Container Ship,2010,Marshall Islands (MHL)
9395953,NAVIOS FELICITAS,40741,Container Ship,2010,Liberia (LBR)
9404209,NAVIOS TEMPO,40541,Container Ship,2010,Liberia (LBR)
9408853,NAVIOS UNISON,113412,Container Ship,2010,Liberia (LBR)
9491628,NEFELI,18321,Container Ship,2011,Liberia (LBR)
9365867,NEVZAT KALKAVAN,21162,Container Ship,2011,Turkey (TUR)
9463475,NEW CENTURY 242003,41800,Container Ship,2011,Germany (DEU)
9463487,NEW CENTURY 242004,41800,Container Ship,2011,Germany (DEU)
9689952,NEW GUINEA CHIEF,18723,Container Ship,2015,"Hong Kong, China (HKG)"
9571301,NEW JERSEY TRADER,35708,Container Ship,2011,Malta (MLT)
9656280,NEW MINGZHOU 12,9653,Container Ship,2013,"Hong Kong, China (HKG)"
9656292,NEW MINGZHOU 16,9653,Container Ship,2013,"Hong Kong, China (HKG)"
9434618,NEW VISION,16174,Container Ship,2012,Not Known
9501332,NEW YORK EXPRESS,143262,Container Ship,2012,Germany (DEU)
9431343,NICKIE B,15636,Container Ship,2011,Liberia (LBR)
9612791,NILEDUTCH ANTWERPEN,39106,Container Ship,2015,Cyprus (CYP)
9612765,NILEDUTCH BREDA,39106,Container Ship,2014,Cyprus (CYP)
9459101,NOBILITY,9998,Container Ship,2012,Liberia (LBR)
9509140,NORDIC BEIJING,39905,Container Ship,2013,Liberia (LBR)
9514755,NORDIC HAMBURG,10585,Container Ship,2010,Cyprus (CYP)
9509152,NORDIC HONG KONG,39905,Container Ship,2013,Liberia (LBR)
9483683,NORDIC LUEBECK,10318,Container Ship,2011,Liberia (LBR)
9509164,NORDIC MACAU,39905,Container Ship,2014,Liberia (LBR)
9539482,NORDIC WISMAR,39753,Container Ship,2011,Liberia (LBR)
9483695,NORDICA,10318,Container Ship,2011,Netherlands (NLD)
9626261,NORDLEOPARD,18826,Container Ship,2015,Cyprus (CYP)
9626235,NORDLION,18826,Container Ship,2014,Cyprus (CYP)
9673642,NORDOCELOT,18826,Container Ship,2014,Malta (MLT)
9673654,NORDPANTHER,18826,Container Ship,2014,Cyprus (CYP)
9626259,NORDPUMA,18826,Container Ship,2015,Cyprus (CYP)
9626247,NORDTIGER,18826,Container Ship,2014,Cyprus (CYP)
9744659,NORDVIOLET,18826,Container Ship,2015,Malta (MLT)
9450363,NORTHERN JAMBOREE,94419,Container Ship,2010,Portugal (MAR) (PMD)
9466984,NORTHERN JUPITER,94407,Container Ship,2010,Portugal (MAR) (PMD)
9450351,NORTHERN JUSTICE,94419,Container Ship,2010,Portugal (MAR) (PMD)
9467055,NORTHERN POWER,47855,Container Ship,2010,Liberia (LBR)
9467043,NORTHERN PROMOTION,47855,Container Ship,2010,Portugal (MAR) (PMD)
9704568,NP LOVEGISTICS 1,1995,Container Ship,2013,Thailand (THA)
9704570,NP LOVEGISTICS 2,1760,Container Ship,2011,Thailand (THA)
9748629,NP LOVEGISTICS 3,2143,Container Ship,2013,Thailand (THA)
9773911,NP LOVEGISTICS 4,2996,Container Ship,2015,Thailand (THA)
8791485,NP TRAT,2099,Container Ship,2015,Thailand (THA)
9468308,NYK ALTAIR,105644,Container Ship,2010,Panama (PAN)
9482938,NYK FUJI,44854,Container Ship,2011,Singapore (SGP)
9487952,NYK FURANO,44854,Container Ship,2012,Singapore (SGP)
9487964,NYK FUSHIMI,44854,Container Ship,2012,Singapore (SGP)
9487524,NYK FUTAGO,44925,Container Ship,2011,Singapore (SGP)
9416989,NYK ROMULUS,55487,Container Ship,2010,Singapore (SGP)
9416991,NYK RUMINA,55487,Container Ship,2010,Singapore (SGP)
9508770,OCEAN DRAGON,5092,Container Ship,2014,Panama (PAN)
9634684,OCEANA,17769,Container Ship,2013,Antigua and Barbuda (ATG)
9634672,OLIVIA,17769,Container Ship,2013,Portugal (MAR) (PMD)
9686912,OLIVIA I,70704,Container Ship,2015,Marshall Islands (MHL)
9468310,ONE ARCADIA,105644,Container Ship,2011,Panama (PAN)
9629902,ONE COMMITMENT,87022,Container Ship,2013,Japan (JPN)
9629914,ONE CONTRIBUTION,87023,Container Ship,2014,Japan (JPN)
9588079,ONE HONOLULU,96790,Container Ship,2012,Panama (PAN)
9566382,ONE HOUSTON,96801,Container Ship,2012,Panama (PAN)
9424900,ONE MAGNIFICENCE,78316,Container Ship,2010,Marshall Islands (MHL)
9706748,ONE MANCHESTER,151672,Container Ship,2015,Panama (PAN)
9475612,ONE MARVEL,78316,Container Ship,2010,Marshall Islands (MHL)
9424924,ONE MATRIX,78316,Container Ship,2010,Marshall Islands (MHL)
9424936,ONE MAXIM,78316,Container Ship,2010,Marshall Islands (MHL)
9706736,ONE MILLAU,150709,Container Ship,2015,Panama (PAN)
9706750,ONE MUNCHEN,151672,Container Ship,2015,Panama (PAN)
9627978,OOCL BANGKOK,141003,Container Ship,2013,"Hong Kong, China (HKG)"
9477878,OOCL BEIJING,91563,Container Ship,2011,"Hong Kong, China (HKG)"
